Customer_ID,Modelo,Revisiones,PVP,p_churn,Churn_pred,Segmento,n_mantenimiento,C_n,CosteMarketing,Precio_base,d_optimo,d_max,Precio_final,Margen_final,oferta_2o_vehiculo,CLTV,Accion_recomendada
102436,I,0,28667,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
103219,I,0,28667,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
100456,D,0,20295,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
105430,A,0,12276,0.0049,0,Bajo,1,267.5,2.6750000000000003,454.75,0.0,0.0663,454.75,0.34176470588235286,False,1821.62,Descuento fidelizacion 0.0%
100645,I,0,26448,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
100595,I,0,28667,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
42409,C,0,24528,0.0049,0,Bajo,1,303.6,3.0360000000000005,516.12,0.0,0.0663,516.12,0.3417647058823528,False,2067.46,Descuento fidelizacion 0.0%
104722,B,0,16958,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
101489,B,0,17763,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
107371,B,0,17550,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
105371,D,0,24004,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
108392,I,0,29194,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
108312,D,0,27147,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
103500,I,0,30330,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
107748,A,0,10909,0.0049,0,Bajo,1,267.5,2.6750000000000003,454.75,0.0,0.0663,454.75,0.34176470588235286,False,1821.62,Descuento fidelizacion 0.0%
105507,I,0,25514,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
107427,I,0,25308,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
106568,D,0,27909,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
106153,D,0,27147,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
104097,B,0,25792,0.0049,0,Bajo,1,281.41,2.8141000000000003,478.39700000000005,0.0,0.0663,478.39700000000005,0.3417647058823529,False,1916.35,Descuento fidelizacion 0.0%
101510,I,0,27731,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
107081,I,0,30330,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
108130,I,0,25147,0.0049,0,Bajo,1,408.1,4.081,693.77,0.0,0.0663,693.77,0.3417647058823529,False,2779.08,Descuento fidelizacion 0.0%
106356,D,0,23496,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
39467,D,0,33579,0.0049,0,Bajo,1,319.0,3.19,542.3,0.0,0.0663,542.3,0.34176470588235286,False,2172.33,Descuento fidelizacion 0.0%
